#{"t_start": 1779133399.9797506, "env_id": "UR10E-v0"}
r,l,t
-417.091735,1000,18.871454
-452.620632,1000,49.260875
-713.511808,1000,80.734039
-396.60347,1000,111.278153
-354.981984,1000,143.917624
-239.124959,1000,177.450714
-299.347992,1000,208.475574
-367.851446,1000,240.127281
-153.363895,1000,273.213874
