#{"t_start": 1779133399.425955, "env_id": "UR10E-v0"}
r,l,t
-344.873464,1000,19.421014
-499.948001,1000,49.810385
-508.869946,1000,81.283474
-336.567835,1000,111.827856
-413.821387,1000,144.466336
-267.182294,1000,178.000424
-313.53361,1000,209.025041
-6.82348,517,225.004044
-348.103082,1000,257.180791
-149.201291,1000,292.548321
