#{"t_start": 1779133398.7707682, "env_id": "UR10E-v0"}
r,l,t
-618.200269,1000,20.070717
-855.56026,1000,50.460692
-512.221469,1000,81.931678
-602.765875,1000,112.477843
-452.370446,1000,145.114332
-469.343965,1000,178.650707
-378.503425,1000,209.67512
-115.2472,1000,241.32699
-168.734475,1000,274.413128
