#{"t_start": 1779133398.3042805, "env_id": "UR10E-v0"}
r,l,t
-328.774997,1000,20.533773
-346.247959,1000,50.923222
-646.292996,1000,82.394789
-749.848101,1000,112.940876
-479.353421,1000,145.574218
-295.742097,1000,179.113488
-293.278432,1000,210.137884
-183.783642,1000,241.789705
-168.413293,1000,274.876233
